OBJECTID,Family,Species,Trophic_Guild,Weight,SOURCE,Weight,Source 2,MUSEUM NUMBER ,Provincia,Localidad,Lat,Long,LATITUDE,LONGITUDE,Elevation,Reference,,,,,,,,
7250,Phyllostomidae,Dermanura gnoma,HFF,10.50,7 to 14 g (Tirira 2007),10.06,Pacifini et al. 2013,MEPN 11010,Zamora Chinchipe,Mayaycu Alto,"03°58'57""S","78°37'47"" W",-3.982500,-78.629722,900,This Publication,,,,,,,,
7251,Phyllostomidae,Dermanura gnoma,HFF,10.50,7 to 14 g (Tirira 2007),10.06,Pacifini et al. 2013,MEPN 11861,Zamora Chinchipe,"Loma Emperadora, Cordillera del Cóndor, concesión minera Aurelian","03 54' 51.67"" S","78 29' 30.05"" W",-3.914353,-78.491681,1828,This Publication,,,,,,,,
7252,Phyllostomidae,Dermanura gnoma,HFF,10.50,7 to 14 g (Tirira 2007),10.06,Pacifini et al. 2013,MEPN 11187,Zamora Chinchipe,La Rampa el Pindal (Concesión Colibrí),"03 44' 47"" S","78 33' 08.6"" W",-3.746389,-78.552389,1447,This Publication,,,,,,,,
7253,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 10511,Azuay,"Papa Grande, EMC  ","03 03' 41.21"" S","79 41' 37.41"" W",-3.061447,-79.693611,600,This Publication,,,,,,,,
7254,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 10382,Azuay,Gaby,"03 03' 05"" S","79 43' 03"" W",-3.051389,-79.717500,513,This Publication,,,,,,,,
7255,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 10385,Azuay,Gaby,"03 03' 05"" S","79 43' 03"" W",-3.051389,-79.717500,513,This Publication,,,,,,,,
7256,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 10393,Azuay,Santa Martha - Hacienda la Envidia ,"03 02' 06.75"" S","79 41' 12.30"" W",-3.035208,-79.686750,433,This Publication,,,,,,,,
7257,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 10397,Azuay,Santa Martha - Hacienda la Envidia ,"03 02' 06.75"" S","79 41' 12.30"" W",-3.035208,-79.686750,433,This Publication,,,,,,,,
7258,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 10398,Azuay,Santa Martha - Hacienda la Envidia ,"03 02' 06.75"" S","79 41' 12.30"" W",-3.035208,-79.686750,433,This Publication,,,,,,,,
7259,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 10399,Azuay,Santa Martha - Hacienda la Envidia ,"03 02' 06.75"" S","79 41' 12.30"" W",-3.035208,-79.686750,433,This Publication,,,,,,,,
7260,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 10402,Azuay,Santa Martha - Hacienda la Envidia ,"03 02' 06.75"" S","79 41' 12.30"" W",-3.035208,-79.686750,433,This Publication,,,,,,,,
7261,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1756,Bolívar,Barraganete,01°27'  S,79°18'  W,-1.450000,-79.300000,300,This Publication,,,,,,,,
7262,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1690,Cañar,"Manta Real, Manglar",02°34'  S,79°21'  W,-2.566667,-79.350000,650,This Publication,,,,,,,,
7263,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1745,Cañar,"Manta Real, Manglar",02°34'  S,79°21'  W,-2.566667,-79.350000,650,This Publication,,,,,,,,
7264,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1509,Carchi,Praderas de Miravalle (200 m NW de la desembocadura del río Parambas en el río Mira),"00°49'36"" N",78°19'  W,0.826667,-78.316667,1000,Albuja 1999,,,,,,,,
7265,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1510,Carchi,Praderas de Miravalle (200 m NW de la desembocadura del río Parambas en el río Mira),"00°49'36"" N",78°19'  W,0.826667,-78.316667,1000,Albuja 1999,,,,,,,,
7266,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1511,Carchi,Praderas de Miravalle (200 m NW de la desembocadura del río Parambas en el río Mira),"00°49'36"" N",78°19'  W,0.826667,-78.316667,1000,Albuja 1999,,,,,,,,
7267,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1512,Carchi,Praderas de Miravalle (200 m NW de la desembocadura del río Parambas en el río Mira),"00°49'36"" N",78°19'  W,0.826667,-78.316667,1000,Albuja 1999,,,,,,,,
7268,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1513,Carchi,Praderas de Miravalle (200 m NW de la desembocadura del río Parambas en el río Mira),"00°49'36"" N",78°19'  W,0.826667,-78.316667,1000,Albuja 1999,,,,,,,,
7269,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1514,Carchi,Praderas de Miravalle (200 m NW de la desembocadura del río Parambas en el río Mira),"00°49'36"" N",78°19'  W,0.826667,-78.316667,1000,Albuja 1999,,,,,,,,
7270,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1515,Carchi,Praderas de Miravalle (200 m NW de la desembocadura del río Parambas en el río Mira),"00°49'36"" N",78°19'  W,0.826667,-78.316667,1000,Albuja 1999,,,,,,,,
7271,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1516,Carchi,Praderas de Miravalle (200 m NW de la desembocadura del río Parambas en el río Mira),"00°49'36"" N",78°19'  W,0.826667,-78.316667,1000,Albuja 1999,,,,,,,,
7272,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1557,Carchi,Praderas de Miravalle (200 m NW de la desembocadura del río Parambas en el río Mira),"00°49'36"" N",78°19'  W,0.826667,-78.316667,1000,Albuja 1999,,,,,,,,
7273,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1559,Carchi,Praderas de Miravalle (200 m NW de la desembocadura del río Parambas en el río Mira),"00°49'36"" N",78°19'  W,0.826667,-78.316667,1000,Albuja 1999,,,,,,,,
7274,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1560,Carchi,Praderas de Miravalle (200 m NW de la desembocadura del río Parambas en el río Mira),"00°49'36"" N",78°19'  W,0.826667,-78.316667,1000,Albuja 1999,,,,,,,,
7275,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1561,Carchi,Praderas de Miravalle (200 m NW de la desembocadura del río Parambas en el río Mira),"00°49'36"" N",78°19'  W,0.826667,-78.316667,1000,Albuja 1999,,,,,,,,
7276,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 2418,Carchi,Praderas de Miravalle (200 m NW de la desembocadura del río Parambas en el río Mira),"00°49'36"" N",78°19'  W,0.826667,-78.316667,1000,Albuja 1999,,,,,,,,
7277,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,QCAZ 2690,Cotopaxi,Bosque Integral Otonga,00°25’00’’S,79°00’00’’,-0.420000,-79.000000,1900,Jarrín-V 2001,,,,,,,,
7278,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,TTU 102456,El Oro,Jardin Botánico Moro Moro (limite con la Reserva Jocotoco),"03 41' 23.1"" S","79 35' 43.7"" W",-3.689750,-79.595472,1106,Carrera et al. 2010,,,,,,,,
7279,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,ASK 7796/QCAZ 8629,Esmeraldas,"Bilsa Biological Station, Piscinas Trail at first river crossing",0º21'2”N,"79º42'32""W",0.350556,-79.708889,528,McDonough et al. 2011,,,,,,,,
7280,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1528,Esmeraldas,Valle del Sade,"00°31'04"" N","79°20'29"" W",0.517778,-79.341389,250,Albuja 1999,,,,,,,,
7281,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1529,Esmeraldas,Valle del Sade,"00°31'04"" N","79°20'29"" W",0.517778,-79.341389,250,Albuja 1999,,,,,,,,
7282,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1530,Esmeraldas,Valle del Sade,"00°31'04"" N","79°20'29"" W",0.517778,-79.341389,250,Albuja 1999,,,,,,,,
7283,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1531,Esmeraldas,Valle del Sade,"00°31'04"" N","79°20'29"" W",0.517778,-79.341389,250,Albuja 1999,,,,,,,,
7284,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1558,Esmeraldas,Valle del Sade,"00°31'04"" N","79°20'29"" W",0.517778,-79.341389,250,Albuja 1999,,,,,,,,
7285,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1608,Esmeraldas,Valle del Sade,"00°31'04"" N","79°20'29"" W",0.517778,-79.341389,250,Albuja 1999,,,,,,,,
7286,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1609,Esmeraldas,Valle del Sade,"00°31'04"" N","79°20'29"" W",0.517778,-79.341389,250,Albuja 1999,,,,,,,,
7287,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1610,Esmeraldas,Valle del Sade,"00°31'04"" N","79°20'29"" W",0.517778,-79.341389,250,Albuja 1999,,,,,,,,
7288,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1611,Esmeraldas,Valle del Sade,"00°31'04"" N","79°20'29"" W",0.517778,-79.341389,250,Albuja 1999,,,,,,,,
7289,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1612,Esmeraldas,Valle del Sade,"00°31'04"" N","79°20'29"" W",0.517778,-79.341389,250,Albuja 1999,,,,,,,,
7290,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1613,Esmeraldas,Valle del Sade,"00°31'04"" N","79°20'29"" W",0.517778,-79.341389,250,Albuja 1999,,,,,,,,
7291,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1614,Esmeraldas,Valle del Sade,"00°31'04"" N","79°20'29"" W",0.517778,-79.341389,250,Albuja 1999,,,,,,,,
7292,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1615,Esmeraldas,Valle del Sade,"00°31'04"" N","79°20'29"" W",0.517778,-79.341389,250,Albuja 1999,,,,,,,,
7293,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1617,Esmeraldas,Valle del Sade,"00°31'04"" N","79°20'29"" W",0.517778,-79.341389,250,Albuja 1999,,,,,,,,
7294,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1618,Esmeraldas,Valle del Sade,"00°31'04"" N","79°20'29"" W",0.517778,-79.341389,250,Albuja 1999,,,,,,,,
7295,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1620,Esmeraldas,Valle del Sade,"00°31'04"" N","79°20'29"" W",0.517778,-79.341389,250,Albuja 1999,,,,,,,,
7296,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1621,Esmeraldas,Valle del Sade,"00°31'04"" N","79°20'29"" W",0.517778,-79.341389,250,Albuja 1999,,,,,,,,
7297,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1646,Esmeraldas,Valle del Sade,"00°31'04"" N","79°20'29"" W",0.517778,-79.341389,250,Albuja 1999,,,,,,,,
7298,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 3434,Esmeraldas,Valle del Sade,"00°31'04"" N","79°20'29"" W",0.517778,-79.341389,250,Albuja 1999,,,,,,,,
7299,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 4393,Esmeraldas,Valle del Sade,"00°31'04"" N","79°20'29"" W",0.517778,-79.341389,250,Albuja 1999,,,,,,,,
7300,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 964,Esmeraldas,Valle del Sade,"00°31'04"" N","79°20'29"" W",0.517778,-79.341389,250,Albuja 1999,,,,,,,,
7301,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 967,Esmeraldas,Valle del Sade,"00°31'04"" N","79°20'29"" W",0.517778,-79.341389,250,Albuja 1999,,,,,,,,
7302,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 994,Esmeraldas,Valle del Sade,"00°31'04"" N","79°20'29"" W",0.517778,-79.341389,250,Albuja 1999,,,,,,,,
7303,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1534,Esmeraldas,"Los Pambiles, Río Piedras y Río Sin Nombre",00°32' N,78°38' W,0.533333,-78.633333,1200,This Publication,,,,,,,,
7304,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 4012,Esmeraldas,"Los Pambiles, Río Piedras y Río Sin Nombre",00°32' N,78°38' W,0.533333,-78.633333,1200,This Publication,,,,,,,,
7305,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1967,Esmeraldas,"Río Bilsa cabeceras del, 80 km S de Esmeraldas",00°37'  N,79°51'  W,0.616667,-79.850000,150,Albuja 1999,,,,,,,,
7306,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1633,Esmeraldas,"Río Bravo, margen izquierdo 100 m aguas arriba del salto del Río Bravo. R.E.Cotacachi-Cayapas","00°40'53"" N","78°56'46"" W",0.681389,-78.946111,100,Albuja 1999,,,,,,,,
7307,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1634,Esmeraldas,"Río Bravo, margen izquierdo 100 m aguas arriba del salto del Río Bravo. R.E.Cotacachi-Cayapas","00°40'53"" N","78°56'46"" W",0.681389,-78.946111,100,Albuja 1999,,,,,,,,
7308,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1635,Esmeraldas,"Río Bravo, margen izquierdo 100 m aguas arriba del salto del Río Bravo. R.E.Cotacachi-Cayapas","00°40'53"" N","78°56'46"" W",0.681389,-78.946111,100,Albuja 1999,,,,,,,,
7309,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1636,Esmeraldas,"Río Bravo, margen izquierdo 100 m aguas arriba del salto del Río Bravo. R.E.Cotacachi-Cayapas","00°40'53"" N","78°56'46"" W",0.681389,-78.946111,100,Albuja 1999,,,,,,,,
7310,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1637,Esmeraldas,"Río Bravo, margen izquierdo 100 m aguas arriba del salto del Río Bravo. R.E.Cotacachi-Cayapas","00°40'53"" N","78°56'46"" W",0.681389,-78.946111,100,Albuja 1999,,,,,,,,
7311,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1638,Esmeraldas,"Río Bravo, margen izquierdo 100 m aguas arriba del salto del Río Bravo. R.E.Cotacachi-Cayapas","00°40'53"" N","78°56'46"" W",0.681389,-78.946111,100,Albuja 1999,,,,,,,,
7312,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1645,Esmeraldas,"Río Bravo, margen izquierdo 100 m aguas arriba del salto del Río Bravo. R.E.Cotacachi-Cayapas","00°40'53"" N","78°56'46"" W",0.681389,-78.946111,100,Albuja 1999,,,,,,,,
7313,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 2114,Esmeraldas,"Río Bravo, margen izquierdo 100 m aguas arriba del salto del Río Bravo. R.E.Cotacachi-Cayapas","00°40'53"" N","78°56'46"" W",0.681389,-78.946111,100,Albuja 1999,,,,,,,,
7314,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 748,Esmeraldas,"Río Bravo, margen izquierdo 100 m aguas arriba del salto del Río Bravo. R.E.Cotacachi-Cayapas","00°40'53"" N","78°56'46"" W",0.681389,-78.946111,100,Albuja 1999,,,,,,,,
7315,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 9158,Esmeraldas,"Río Bravo, margen izquierdo 100 m aguas arriba del salto del Río Bravo. R.E.Cotacachi-Cayapas","00°40'53"" N","78°56'46"" W",0.681389,-78.946111,100,Albuja 1999,,,,,,,,
7316,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 9159,Esmeraldas,"Río Bravo, margen izquierdo 100 m aguas arriba del salto del Río Bravo. R.E.Cotacachi-Cayapas","00°40'53"" N","78°56'46"" W",0.681389,-78.946111,100,Albuja 1999,,,,,,,,
7317,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1532,Esmeraldas,"Estero Taquiama 200 m al W del, parroquia Tabiaso, Río Tiaone",00°43'  N,79°41'  W,0.716667,-79.683333,150,Albuja 1999,,,,,,,,
7318,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1624,Esmeraldas,"Estero Taquiama 200 m al W del, parroquia Tabiaso, Río Tiaone",00°43'  N,79°41'  W,0.716667,-79.683333,100,Albuja 1999,,,,,,,,
7319,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1625,Esmeraldas,"Estero Taquiama 200 m al W del, parroquia Tabiaso, Río Tiaone",00°43'  N,79°41'  W,0.716667,-79.683333,100,Albuja 1999,,,,,,,,
7320,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1630,Esmeraldas,"Estero Taquiama 200 m al W del, parroquia Tabiaso, Río Tiaone",00°43'  N,79°41'  W,0.716667,-79.683333,100,Albuja 1999,,,,,,,,
7321,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1631,Esmeraldas,"Estero Taquiama 200 m al W del, parroquia Tabiaso, Río Tiaone",00°43'  N,79°41'  W,0.716667,-79.683333,100,Albuja 1999,,,,,,,,
7322,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1632,Esmeraldas,"Estero Taquiama 200 m al W del, parroquia Tabiaso, Río Tiaone",00°43'  N,79°41'  W,0.716667,-79.683333,100,Albuja 1999,,,,,,,,
7323,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1629,Esmeraldas,"Loma de Taquiama, 1 km NE del estero Taquiama, Río Tiaone",00°43'  N,79°41'  W,0.716667,-79.683333,150,This Publication,,,,,,,,
7324,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1755,Esmeraldas,"Loma de Taquiama, 1 km NE del estero Taquiama, Río Tiaone",00°43'  N,79°41'  W,0.716667,-79.683333,150,This Publication,,,,,,,,
7325,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 3456,Esmeraldas,"Loma de Taquiama, 1 km NE del estero Taquiama, Río Tiaone",00°43'  N,79°41'  W,0.716667,-79.683333,150,This Publication,,,,,,,,
7326,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 3475,Esmeraldas,"Loma de Taquiama, 1 km NE del estero Taquiama, Río Tiaone",00°43'  N,79°41'  W,0.716667,-79.683333,150,This Publication,,,,,,,,
7327,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 3079,Esmeraldas,San Miguel 3 Km al sur,00°43'  N,"78°55'08"" W",0.716667,-78.918889,150,Albuja 1999,,,,,,,,
7328,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1517,Esmeraldas,San Miguel 3 Km al sur,"00°44'47"" N","78°55'08"" W",0.729722,-78.918889,150,Albuja 1999,,,,,,,,
7329,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1518,Esmeraldas,San Miguel 3 Km al sur,"00°44'47"" N","78°55'08"" W",0.729722,-78.918889,150,Albuja 1999,,,,,,,,
7330,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1519,Esmeraldas,San Miguel 3 Km al sur,"00°44'47"" N","78°55'08"" W",0.729722,-78.918889,150,Albuja 1999,,,,,,,,
7331,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1562,Esmeraldas,San Miguel 3 Km al sur,"00°44'47"" N","78°55'08"" W",0.729722,-78.918889,150,Albuja 1999,,,,,,,,
7332,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1563,Esmeraldas,San Miguel 3 Km al sur,"00°44'47"" N","78°55'08"" W",0.729722,-78.918889,150,Albuja 1999,,,,,,,,
7333,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1564,Esmeraldas,San Miguel 3 Km al sur,"00°44'47"" N","78°55'08"" W",0.729722,-78.918889,150,Albuja 1999,,,,,,,,
7334,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1565,Esmeraldas,San Miguel 3 Km al sur,"00°44'47"" N","78°55'08"" W",0.729722,-78.918889,150,Albuja 1999,,,,,,,,
7335,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1566,Esmeraldas,San Miguel 3 Km al sur,"00°44'47"" N","78°55'08"" W",0.729722,-78.918889,150,Albuja 1999,,,,,,,,
7336,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1567,Esmeraldas,San Miguel 3 Km al sur,"00°44'47"" N","78°55'08"" W",0.729722,-78.918889,150,Albuja 1999,,,,,,,,
7337,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1574,Esmeraldas,San Miguel 3 Km al sur,"00°44'47"" N","78°55'08"" W",0.729722,-78.918889,150,Albuja 1999,,,,,,,,
7338,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1602,Esmeraldas,"San Miguel, Río Cayapas","00°43'47"" N","78°55'08"" W",0.729722,-78.918889,150,Albuja 1999,,,,,,,,
7339,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1603,Esmeraldas,"San Miguel, Río Cayapas","00°43'47"" N","78°55'08"" W",0.729722,-78.918889,150,Albuja 1999,,,,,,,,
7340,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1604,Esmeraldas,"San Miguel, Río Cayapas","00°43'47"" N","78°55'08"" W",0.729722,-78.918889,150,Albuja 1999,,,,,,,,
7341,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1605,Esmeraldas,"San Miguel, Río Cayapas","00°43'47"" N","78°55'08"" W",0.729722,-78.918889,150,Albuja 1999,,,,,,,,
7342,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1606,Esmeraldas,"San Miguel, Río Cayapas","00°43'47"" N","78°55'08"" W",0.729722,-78.918889,150,Albuja 1999,,,,,,,,
7343,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 1607,Esmeraldas,"San Miguel, Río Cayapas","00°43'47"" N","78°55'08"" W",0.729722,-78.918889,150,Albuja 1999,,,,,,,,
7344,Phyllostomidae,Dermanura rava,HFF,12.00,9 to 15 g (Tirira 2007),11.69,Pacifini et al. 2013,MEPN 3270,Esmeraldas,"San Miguel, Río Cayapas","00°43'47"" N","78°55'08"" W",0.729722,-78.918889,150,Albuja 1999,,,,,,,,
